"CUST_ID","TARGET","AGE","GENDER","BALANCE","OCCUPATION","AGE_BKT","SCR","HOLDING_PERIOD","ACC_TYPE","ACC_OP_DATE","LEN_OF_RLTN_IN_MNTH","NO_OF_L_CR_TXNS","NO_OF_L_DR_TXNS","TOT_NO_OF_L_TXNS","NO_OF_BR_CSH_WDL_DR_TXNS","NO_OF_ATM_DR_TXNS","NO_OF_NET_DR_TXNS","NO_OF_MOB_DR_TXNS","NO_OF_CHQ_DR_TXNS","FLG_HAS_CC","AMT_ATM_DR","AMT_BR_CSH_WDL_DR","AMT_CHQ_DR","AMT_NET_DR","AMT_MOB_DR","AMT_L_DR","FLG_HAS_ANY_CHGS","AMT_OTH_BK_ATM_USG_CHGS","AMT_MIN_BAL_NMC_CHGS","NO_OF_IW_CHQ_BNC_TXNS","NO_OF_OW_CHQ_BNC_TXNS","AVG_AMT_PER_ATM_TXN","AVG_AMT_PER_CSH_WDL_TXN","AVG_AMT_PER_CHQ_TXN","AVG_AMT_PER_NET_TXN","AVG_AMT_PER_MOB_TXN","FLG_HAS_NOMINEE","FLG_HAS_OLD_LOAN","random"
"C18235",0,34,"F",174474.35,"SAL","31-35",956,5,"CA","6/1/2000",204,9,9,18,1,1,0,1,6,0,14700,208300,15400,0,115224,353624,0,0,0,0,0,14700,208300,2566.67,0,115224,1,1,0.499663429800421
"C10203",0,29,"M",284022.89,"PROF","26-30",450,19,"SA","8/25/2003",165,9,5,14,0,1,0,0,4,0,18400,0,11070,0,0,29470,0,0,0,0,0,18400,0,2767.5,0,0,1,0,0.499730322510004
"C14301",0,55,"F",641732.5,"SAL",">50",345,5,"SA","8/20/2007",117,10,5,15,1,1,1,0,2,1,15900,339730,51970,480043,0,887643,0,0,0,0,0,15900,339730,25985,480043,0,1,0,0.49974046414718
"C12768",1,43,"M",56966.46,"SELF-EMP","41-45",572,22,"SA","9/28/2005",140,17,3,20,2,0,1,0,0,0,0,741370,0,291255,0,1032625,1,0,0,0,0,0,370685,0,291255,0,1,0,0.499826464103535
"C16051",0,52,"F",2407203.89,"PROF",">50",582,9,"SA","8/26/2002",177,7,5,12,2,1,1,0,1,0,10900,727450,0,702580,0,1440930,0,0,0,0,0,10900,363725,0,702580,0,1,1,0.499899008311331
"C4297",0,50,"M",1227732.93,"PROF","46-50",217,31,"SA","6/3/2002",180,12,1,13,0,1,0,0,0,0,16900,0,0,0,0,16900,0,0,0,0,0,16900,0,0,0,0,1,0,0.499952005920932
"C4188",0,50,"M",123625.33,"SELF-EMP","46-50",318,15,"SA","3/9/2013",51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.500018381280825
"C7616",0,25,"M",342138.68,"PROF","<25",261,21,"SA","6/16/2013",48,14,1,15,1,0,0,0,0,0,0,417160,0,0,0,417160,0,0,0,0,0,0,417160,0,0,0,1,0,0.500041509047151
"C15784",0,43,"M",14988.41,"SELF-EMP","41-45",619,7,"SA","11/20/1999",210,4,5,9,0,1,0,0,4,1,15300,0,54190,0,0,69490,0,0,0,0,0,15300,0,13547.5,0,0,1,0,0.500068842200562
"C13210",1,46,"M",125937.58,"PROF","46-50",555,15,"SA","8/19/2009",93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.500076314201578
"C1340",0,55,"M",78252.31,"SAL",">50",934,19,"SA","2/11/2004",160,7,7,14,3,1,1,0,2,0,8900,557070,56800,757943,0,1380713,0,0,0,0,1,8900,185690,28400,757943,0,1,0,0.500082186656073
"C9962",0,34,"F",77397.47,"PROF","31-35",241,21,"SA","4/27/2011",73,8,2,10,1,0,0,1,0,1,0,56720,0,0,102747,159467,0,0,0,0,0,0,56720,0,0,102747,1,1,0.500089712906629
"C1688",0,54,"M",308450.15,"SAL",">50",997,19,"SA","9/20/1999",212,17,14,31,0,2,4,1,7,0,47500,0,507490,15736,197041,767767,0,0,0,0,1,23750,0,72498.57,3934,197041,1,1,0.500109012937173
"C2230",0,55,"M",1755310.1,"SAL",">50",199,14,"SA","10/23/2008",103,10,5,15,1,1,1,0,2,1,4100,976940,65100,698083,0,1744223,0,0,0,0,0,4100,976940,32550,698083,0,1,1,0.500128397950903
"C1374",0,37,"M",15318.94,"PROF","36-40",335,15,"SA","1/4/2003",173,5,5,10,1,1,1,0,2,0,9800,192410,22880,842901,0,1067991,0,0,0,0,0,9800,192410,11440,842901,0,1,1,0.500294814817607
"C10754",0,31,"M",13852.71,"SELF-EMP","31-35",978,15,"SA","12/18/2006",125,6,5,11,0,1,0,0,4,0,15800,0,98920,0,0,114720,0,0,0,1,0,15800,0,24730,0,0,1,0,0.500327176880091
"C8029",0,48,"M",1097237.82,"SENP","46-50",321,29,"SA","5/9/2014",37,13,4,17,3,0,0,0,1,0,0,524420,57280,0,0,581700,0,0,0,0,0,0,174806.67,57280,0,0,1,0,0.500358680495992
"C10165",0,36,"M",843739.82,"PROF","36-40",990,26,"CA","5/9/2010",85,29,1,30,0,0,0,1,0,1,0,0,0,0,197855,197855,0,0,0,0,0,0,0,0,0,197855,1,0,0.500360344303772
"C11246",0,29,"M",1017759.39,"SAL","26-30",144,14,"SA","6/30/2007",119,16,15,31,3,2,4,1,5,0,46700,786230,245130,927054,8542,2013656,0,0,0,0,0,23350,262076.67,49026,231763.5,8542,1,0,0.500430267537013
"C5647",0,41,"M",613260.98,"SAL","41-45",728,28,"SA","10/11/2009",92,8,4,12,1,1,1,0,1,0,16000,333430,88740,405116,0,843286,0,0,0,0,1,16000,333430,88740,405116,0,1,0,0.500438934890553
"C2713",0,44,"F",970013.9,"SENP","41-45",313,14,"SA","1/25/2012",64,18,14,32,6,2,4,1,1,0,37400,570500,80400,961282,122571,1772153,0,0,0,0,0,18700,95083.33,80400,240320.5,122571,1,1,0.500440227333456
"C7183",0,35,"M",98608.27,"SELF-EMP","31-35",802,28,"SA","2/1/2007",124,6,3,9,1,1,0,1,0,0,13800,950030,0,0,189042,1152872,0,0,0,0,0,13800,950030,0,0,189042,0,0,0.500457905232906
"C11913",0,52,"M",38480.88,"SAL",">50",982,21,"SA","2/5/2003",172,20,1,21,0,0,1,0,0,0,0,0,0,591232,0,591232,0,0,0,0,0,0,0,0,591232,0,1,0,0.500482881208882
"C6089",0,44,"M",160447.31,"PROF","41-45",728,13,"SA","8/18/2011",69,7,7,14,1,1,1,0,4,1,13900,581270,75830,76811,0,747811,0,0,0,0,0,13900,581270,18957.5,76811,0,1,0,0.500522247282788
"C12184",0,30,"F",74177.07,"SENP","26-30",378,22,"SA","5/18/2004",156,6,1,7,1,0,0,0,0,0,0,303960,0,0,0,303960,0,0,0,0,0,0,303960,0,0,0,0,1,0.500616603763774
"C9658",0,50,"M",874504.66,"PROF","46-50",187,14,"SA","6/30/2004",155,8,6,14,2,1,1,0,2,1,17600,402700,63980,125241,0,609521,0,0,0,0,0,17600,201350,31990,125241,0,1,1,0.500662087230012
"C12762",1,39,"M",16376.99,"SELF-EMP","36-40",561,12,"SA","7/20/1999",214,9,5,14,2,1,1,0,1,1,2000,995490,0,49323,0,1046813,0,0,0,0,0,2000,497745,0,49323,0,1,0,0.500686975428835
"C8550",0,30,"M",175451.18,"SELF-EMP","26-30",582,14,"SA","8/6/2003",166,6,6,12,3,1,1,0,1,0,14000,825230,0,891202,0,1730432,0,0,0,1,0,14000,275076.67,0,891202,0,1,1,0.500752025051042
"C19433",0,22,"F",735335.49,"SENP","<25",380,4,"CA","4/3/2009",98,3,3,6,1,0,0,0,2,0,0,926390,56210,0,0,982600,0,0,0,0,0,0,926390,28105,0,0,1,1,0.500844634370878
"C12614",1,54,"M",96744.01,"SAL",">50",125,26,"SA","6/17/2014",36,11,1,12,1,0,0,0,0,1,0,331260,0,0,0,331260,1,0,0,0,0,0,331260,0,0,0,1,1,0.500872911885381
"C19539",0,29,"M",7575.12,"SAL","26-30",221,5,"SA","8/20/2001",189,6,6,12,0,1,1,0,4,0,18900,0,38370,710977,0,768247,0,0,0,0,0,18900,0,9592.5,710977,0,1,1,0.50096532329917
"C6001",0,50,"M",680757.2,"PROF","46-50",394,24,"SA","4/3/2013",50,3,3,6,1,1,1,0,0,0,14200,589760,0,215246,0,819206,0,0,0,0,0,14200,589760,0,215246,0,1,1,0.500971873989329
"C8672",0,47,"M",4526.77,"SAL","46-50",417,22,"CA","2/14/2014",40,72,3,75,1,2,0,0,0,0,38700,248710,0,0,0,287410,1,0,0,0,0,19350,248710,0,0,0,1,0,0.501003207406029
"C1570",0,53,"O",94711.95,"SAL",">50",318,15,"CA","8/28/2002",177,59,1,60,1,0,0,0,0,0,0,226660,0,0,0,226660,0,0,0,0,0,0,226660,0,0,0,1,0,0.501023802673444
"C9581",0,54,"M",69568.43,"PROF",">50",369,10,"SA","11/11/2006",127,7,5,12,1,1,1,0,2,0,17300,442890,76170,996820,0,1533180,0,0,0,0,0,17300,442890,38085,996820,0,1,1,0.50111934938468
"C1632",0,26,"F",533507.22,"PROF","26-30",614,19,"SA","4/12/2000",206,12,6,18,2,1,1,0,2,0,8600,371650,17050,145582,0,542882,1,0,0,0,0,8600,185825,8525,145582,0,1,1,0.501239837147295
"C13149",1,33,"M",330492.49,"SELF-EMP","31-35",810,10,"CA","2/14/2007",124,34,20,54,9,2,6,1,2,0,42500,981460,21520,585048,25594,1656122,0,0,0,0,0,21250,109051.11,10760,97508,25594,1,0,0.501405348768458
"C9463",0,51,"M",2458340.54,"SENP",">50",348,16,"SA","2/7/2013",52,4,3,7,1,0,0,0,2,0,0,209320,54310,0,0,263630,0,0,0,1,0,0,209320,27155,0,0,1,1,0.501421976136044
"C11292",0,46,"F",37544.18,"PROF","46-50",690,24,"CA","1/9/2010",89,9,4,13,4,0,0,0,0,0,0,631890,0,0,0,631890,0,0,0,0,0,0,157972.5,0,0,0,1,1,0.501445174915716
"C301",0,35,"F",501534.83,"SENP","31-35",379,23,"SA","8/14/2013",46,2,2,4,1,1,0,0,0,0,14600,719100,0,0,0,733700,0,0,0,0,0,14600,719100,0,0,0,1,1,0.501632604980841
"C11987",0,50,"F",731184.17,"SAL","46-50",158,22,"CA","3/5/2005",147,50,2,52,1,0,1,0,0,1,0,325980,0,375049,0,701029,0,0,0,0,0,0,325980,0,375049,0,1,0,0.50165514764376
"C9772",0,39,"M",8629.77,"SAL","36-40",251,14,"SA","8/28/2005",141,20,14,34,6,2,4,1,1,0,48000,353370,63480,814022,156232,1435104,0,0,0,0,0,24000,58895,63480,203505.5,156232,1,0,0.501710616983473
"C10758",0,36,"M",294805.39,"SAL","36-40",513,14,"SA","4/12/2004",158,7,6,13,3,1,1,0,1,1,8700,236080,0,572355,0,817135,0,0,0,0,0,8700,78693.33,0,572355,0,1,1,0.501711998600513
"C14909",0,43,"M",2456579.31,"PROF","41-45",510,4,"SA","5/22/2014",36,2,2,4,0,0,0,0,2,1,0,0,17030,0,0,17030,0,0,0,0,0,0,0,8515,0,0,1,1,0.501735410420224
"C11796",0,30,"M",288670,"SENP","26-30",226,29,"SA","4/23/2010",85,5,1,6,0,0,1,0,0,1,0,0,0,466671,0,466671,0,0,0,0,0,0,0,0,466671,0,1,0,0.501777099212632
"C19480",0,38,"M",20793.46,"PROF","36-40",463,1,"SA","3/23/2011",74,5,6,11,2,1,1,0,2,1,13900,505780,36940,683327,0,1239947,0,0,0,0,0,13900,252890,18470,683327,0,0,0,0.501845155376941
"C13888",0,51,"M",33820.99,"SAL",">50",536,9,"SA","4/6/2000",206,2,2,4,0,0,0,0,2,0,0,0,27980,0,0,27980,0,0,0,0,0,0,0,13990,0,0,0,1,0.501870234496891
"C15241",0,52,"M",51666.7,"PROF",">50",100,1,"SA","5/12/1999",217,5,6,11,0,1,1,0,4,0,10700,0,53560,384281,0,448541,0,0,0,0,0,10700,0,13390,384281,0,1,0,0.501870275475085
"C12617",1,48,"M",164630.4,"PROF","46-50",575,15,"CA","4/25/2003",169,51,21,72,9,2,5,1,4,1,30900,358050,75650,356631,148536,969767,0,0,0,0,0,15450,39783.33,18912.5,71326.2,148536,1,1,0.501873057335615
"C16314",0,26,"M",1680464.01,"SAL","26-30",128,7,"CA","2/9/2002",184,18,23,41,10,3,7,1,2,1,44900,574370,72460,992809,25387,1709926,0,0,0,0,0,14966.67,57437,36230,141829.86,25387,1,1,0.501905000302941
"C8391",0,42,"M",109693.47,"SAL","41-45",144,26,"SA","1/26/2003",172,18,1,19,0,1,0,0,0,0,9100,0,0,0,0,9100,0,0,0,0,0,9100,0,0,0,0,1,0,0.501919004134834
"C1090",0,35,"M",1457364.05,"SAL","31-35",197,14,"SA","6/19/2003",167,6,6,12,0,1,1,0,4,1,11700,0,20570,448500,0,480770,0,0,0,0,0,11700,0,5142.5,448500,0,0,1,0.501952608814463
"C738",0,24,"F",923091.88,"PROF","<25",398,30,"SA","6/17/2000",204,4,2,6,2,0,0,0,0,0,0,313690,0,0,0,313690,0,0,0,0,0,0,156845,0,0,0,1,0,0.501977891894057
"C3997",0,52,"F",108001.54,"PROF",">50",350,25,"SA","12/18/2012",53,15,4,19,2,2,0,0,0,0,19500,150160,0,0,0,169660,0,0,0,0,0,9750,75080,0,0,0,1,0,0.501995741855353
"C4901",0,35,"F",491669.09,"SELF-EMP","31-35",772,24,"SA","10/15/2005",140,6,4,10,1,3,0,0,0,1,55900,994840,0,0,0,1050740,0,0,0,0,0,18633.33,994840,0,0,0,1,0,0.501996529521421
"C10653",0,42,"M",2141529.65,"SENP","41-45",190,12,"SA","6/5/2011",72,12,6,18,2,1,1,0,2,0,1800,451850,23230,111141,0,588021,1,0,0,1,0,1800,225925,11615,111141,0,0,1,0.502121639437973
"C13203",1,39,"M",20837.56,"PROF","36-40",996,23,"CA","3/14/2011",75,12,1,13,1,0,0,0,0,0,0,534240,0,0,0,534240,0,0,0,0,0,0,534240,0,0,0,1,0,0.502144674770534
"C15349",0,36,"F",167967.12,"SELF-EMP","36-40",559,1,"CA","11/27/2013",42,12,14,26,5,2,4,1,2,1,14800,38030,37320,784565,8566,883281,0,0,0,0,0,7400,7606,18660,196141.25,8566,1,0,0.502182965166867
"C4978",0,39,"M",17224.22,"PROF","36-40",189,22,"SA","10/30/2008",103,0,1,1,1,0,0,0,0,0,0,424130,0,0,0,424130,0,0,0,0,0,0,424130,0,0,0,1,0,0.502250142628327
"C19505",0,48,"M",557742.88,"PROF","46-50",298,9,"CA","10/19/2000",199,50,20,70,5,2,6,1,6,0,13500,613860,697390,91923,99445,1516118,0,0,0,0,0,6750,122772,116231.67,15320.5,99445,1,0,0.502263781614602
"C11897",0,43,"M",282273.02,"PROF","41-45",911,29,"SA","9/23/2002",176,17,3,20,2,1,0,0,0,1,17800,692600,0,0,0,710400,0,0,0,0,0,17800,346300,0,0,0,1,1,0.502275141188875
"C19259",0,22,"F",118094.33,"PROF","<25",887,8,"SA","5/27/2001",192,12,6,18,1,1,0,0,4,0,8900,992910,54980,0,0,1056790,0,0,0,0,0,8900,992910,13745,0,0,1,0,0.502324069617316
"C1564",0,37,"M",348346.59,"PROF","36-40",526,23,"SA","12/7/2000",198,13,3,16,1,1,0,0,1,0,13200,401770,51680,0,0,466650,0,0,0,0,0,13200,401770,51680,0,0,1,1,0.502353584393859
"C6173",0,47,"M",58851.83,"PROF","46-50",328,15,"SA","10/11/2003",164,10,5,15,2,1,1,0,1,0,5200,136090,0,631253,0,772543,1,0,0,0,1,5200,68045,0,631253,0,1,0,0.502394481329247
"C9165",0,22,"F",949060.71,"SENP","<25",334,26,"SA","6/4/2011",72,3,2,5,0,0,0,2,0,0,0,0,0,0,102143,102143,0,0,0,0,0,0,0,0,0,51071.5,1,1,0.502446868922561
"C6216",0,47,"M",176349.14,"PROF","46-50",272,19,"SA","4/20/2005",145,5,5,10,0,1,0,0,4,1,18800,0,93310,0,0,112110,0,0,0,0,0,18800,0,23327.5,0,0,1,0,0.502456646412611
"C2630",0,48,"M",466401.42,"SELF-EMP","46-50",595,25,"SA","7/24/1999",214,11,2,13,1,0,0,1,0,0,0,995450,0,0,133415,1128865,0,0,0,0,0,0,995450,0,0,133415,1,1,0.502534055616707
"C18799",0,28,"M",168456.34,"SENP","26-30",573,7,"SA","1/5/2002",185,11,10,21,1,1,0,1,7,0,17000,242090,816070,0,185726,1260886,0,0,0,0,0,17000,242090,116581.43,0,185726,1,0,0.502571810269728
"C17183",0,25,"M",94452.12,"SENP","<25",518,3,"SA","6/1/2011",72,8,6,14,1,1,0,0,4,1,15800,207830,82070,0,0,305700,0,0,0,0,0,15800,207830,20517.5,0,0,0,0,0.502632888499647
"C14294",0,30,"M",105151.21,"PROF","26-30",298,5,"SA","11/2/2003",163,6,5,11,0,1,0,0,4,0,5900,0,17070,0,0,22970,0,0,0,0,0,5900,0,4267.5,0,0,1,0,0.502776936627924
"C3893",0,55,"M",4955.65,"SAL",">50",450,18,"SA","8/15/2008",106,5,4,9,1,0,0,0,3,0,0,811050,88840,0,0,899890,0,0,0,0,0,0,811050,29613.33,0,0,0,0,0.502777858870104
"C5540",0,41,"F",425105.26,"SENP","41-45",660,13,"SA","2/12/2007",124,2,1,3,1,0,0,0,0,0,0,676110,0,0,0,676110,0,0,0,0,0,0,676110,0,0,0,1,1,0.502786261262372
"C13586",1,50,"F",260723.76,"SENP","46-50",865,15,"SA","4/19/2011",73,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.502790215890855
"C3919",0,30,"F",753832.86,"SENP","26-30",298,11,"SA","3/29/2012",62,12,6,18,2,1,1,0,2,0,15300,539400,35990,220960,0,811650,1,0,0,0,1,15300,269700,17995,220960,0,1,1,0.502793056191877
"C11451",0,32,"M",122656.95,"PROF","31-35",786,21,"SA","3/28/1999",218,16,1,17,0,1,0,0,0,0,12500,0,0,0,0,12500,0,0,0,0,0,12500,0,0,0,0,0,0,0.502843082416803
"C6569",0,25,"M",77405.58,"SENP","<25",707,22,"SA","9/19/2013",44,6,4,10,0,2,1,0,1,0,44300,0,64280,291470,0,400050,0,0,0,1,0,22150,0,64280,291470,0,1,0,0.502847601659596
"C3225",0,26,"M",76856.92,"PROF","26-30",699,19,"SA","10/13/2014",32,1,1,2,0,0,0,0,1,0,0,0,97510,0,0,97510,0,0,0,0,0,0,0,97510,0,0,1,1,0.502902583219111
"C157",0,34,"M",124408.79,"PROF","31-35",658,14,"CA","6/23/2012",59,12,14,26,0,2,4,1,7,0,5000,0,438770,760744,101652,1306166,0,0,0,0,0,2500,0,62681.43,190186,101652,1,0,0.502990929177031
"C13209",1,42,"M",68352.26,"SELF-EMP","41-45",332,10,"CA","2/17/2006",136,22,29,51,5,3,9,2,10,0,24800,3450,3583560,350762,97827,4060399,0,0,0,0,0,8266.67,690,358356,38973.56,48913.5,1,0,0.503057070309296
"C11938",0,52,"M",25330.88,"SELF-EMP",">50",551,16,"SA","4/23/2008",109,10,5,15,2,1,1,0,1,1,9500,216020,0,113255,0,338775,0,0,0,0,0,9500,108010,0,113255,0,1,1,0.503144796239212
"C14172",0,30,"M",259557.09,"SELF-EMP","26-30",396,5,"SA","4/5/2004",158,6,5,11,2,1,1,0,1,0,7300,925700,0,134395,0,1067395,0,0,0,0,0,7300,462850,0,134395,0,1,1,0.50334231252782
"C8528",0,32,"M",472931.74,"PROF","31-35",110,13,"SA","6/11/2000",204,2,2,4,0,0,0,0,2,0,0,0,97210,0,0,97210,0,0,0,0,0,0,0,48605,0,0,1,0,0.503419443499297
"C13522",1,34,"F",31859.47,"SELF-EMP","31-35",889,16,"CA","9/13/2000",201,23,4,27,1,2,1,0,0,0,40100,509070,0,621407,0,1170577,1,0,0,0,0,20050,509070,0,621407,0,1,0,0.503446558490396
"C1260",0,25,"M",159501.24,"SAL","<25",598,13,"SA","3/5/2004",159,9,5,14,2,1,1,0,1,1,9500,443170,0,561142,0,1013812,0,0,0,0,0,9500,221585,0,561142,0,1,1,0.503540531266481
"C17357",0,42,"F",1332174.22,"PROF","41-45",174,8,"SA","8/11/2014",34,11,6,17,0,1,1,0,4,0,7300,0,56030,794267,0,857597,0,0,0,0,0,7300,0,14007.5,794267,0,1,0,0.503560320008546
"C7866",0,33,"F",582840.99,"SELF-EMP","31-35",111,24,"SA","8/29/2001",189,14,4,18,1,1,1,0,1,0,13200,388290,56400,382956,0,840846,0,0,0,0,0,13200,388290,56400,382956,0,1,1,0.503584717400372
"C19546",1,23,"F",45436.78,"SELF-EMP","<25",923,1,"CA","9/30/2007",116,24,31,55,14,3,8,2,4,0,55700,943630,79067,241889,120831,1441117,0,0,0,0,0,18566.67,67402.14,19766.75,30236.12,60415.5,1,0,0.503586720442399
"C14680",0,40,"M",1456595.47,"PROF","36-40",162,1,"CA","4/19/2010",85,23,30,53,11,3,9,2,5,0,34100,904540,454820,569495,79503,2042458,0,0,0,0,0,11366.67,82230.91,90964,63277.22,39751.5,1,0,0.503593132831156
"C9132",0,29,"M",40974.75,"SENP","26-30",151,12,"SA","9/12/2003",165,9,5,14,2,1,1,0,1,0,16900,141700,0,310222,0,468822,0,0,0,0,0,16900,70850,0,310222,0,1,1,0.503625446232036
"C6343",0,21,"F",1047143.5,"SELF-EMP","<25",194,28,"SA","8/22/2006",129,6,2,8,0,1,1,0,0,0,1600,0,0,85495,0,87095,0,0,0,0,0,1600,0,0,85495,0,1,1,0.503670920617878
"C17437",1,23,"F",71591.22,"SAL","<25",952,3,"SA","8/18/2003",165,5,6,11,0,1,1,0,4,0,12200,0,11130,592496,0,615826,0,0,0,0,0,12200,0,2782.5,592496,0,1,1,0.503721512854099
"C3815",0,36,"M",49929.16,"SAL","36-40",302,30,"SA","8/11/2008",106,1,2,3,1,1,0,0,0,1,3600,97120,0,0,0,100720,0,0,0,0,0,3600,97120,0,0,0,1,0,0.503800682723522
"C13950",0,48,"M",210242.05,"SELF-EMP","46-50",267,7,"SA","12/29/2012",53,6,5,11,1,1,1,0,2,0,16900,5420,84480,654376,0,761176,0,0,0,0,0,16900,5420,42240,654376,0,1,1,0.503815255826339
"C7396",0,25,"M",77405.58,"SENP","<25",707,22,"SA","9/19/2013",44,6,4,10,0,2,1,0,1,0,44300,0,64280,291470,0,400050,0,0,0,1,0,22150,0,64280,291470,0,1,0,0.503819201607257
"C13729",0,47,"M",633411.08,"SAL","46-50",294,9,"SA","7/9/2004",155,3,2,5,0,0,0,0,2,1,0,0,93970,0,0,93970,0,0,0,0,0,0,0,46985,0,0,1,1,0.503875714493915
"C19999",0,55,"F",51032.72,"PROF",">50",546,9,"SA","3/2/2003",171,6,6,12,2,1,1,0,2,0,9200,68800,81160,723711,0,882871,0,0,0,0,0,9200,34400,40580,723711,0,1,1,0.50389536540024
"C4739",0,49,"M",2116102.53,"PROF","46-50",187,11,"SA","6/29/2009",95,14,8,22,3,1,0,0,4,0,9700,22220,35250,0,0,67170,0,0,0,0,0,9700,7406.67,8812.5,0,0,1,0,0.503902786411345
"C12806",1,27,"M",851659.49,"SAL","26-30",319,18,"CA","8/17/2004",154,53,21,74,1,2,6,1,11,0,32100,894590,3007830,384949,166323,4485792,1,0,0,0,0,16050,894590,273439.09,64158.17,166323,1,0,0.503929649945349
"C15816",0,47,"M",1146330.93,"SAL","46-50",348,3,"SA","11/27/2001",186,19,15,34,4,2,4,1,4,1,44300,558970,903730,717651,181293,2405944,0,0,0,0,0,22150,139742.5,225932.5,179412.75,181293,1,1,0.503932644613087
"C10622",0,42,"F",402687.86,"SENP","41-45",365,15,"SA","12/12/2003",162,11,6,17,2,1,1,0,2,0,17000,530670,92820,899327,0,1539817,0,0,0,0,0,17000,265335,46410,899327,0,1,0,0.503968226257712
"C9958",0,55,"M",96648.77,"SELF-EMP",">50",466,11,"SA","4/30/2014",37,3,2,5,0,0,0,0,2,0,0,0,73030,0,0,73030,1,0,0,0,1,0,0,36515,0,0,1,0,0.503993394086137
"C987",0,25,"F",2625228.92,"SENP","<25",373,14,"CA","7/5/2006",131,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.504103859653696
"C5140",0,27,"F",198951.83,"SELF-EMP","26-30",782,23,"SA","4/14/2008",110,0,3,3,1,2,0,0,0,0,15700,68800,0,0,0,84500,0,0,0,0,0,7850,68800,0,0,0,0,1,0.504116816911846
"C19633",0,32,"M",192972.29,"SAL","31-35",742,8,"SA","12/5/2006",126,8,6,14,1,1,0,0,4,0,17700,130950,16440,0,0,165090,0,0,0,0,0,17700,130950,4110,0,0,1,0,0.504329623421654
"C15458",0,29,"M",740542.41,"SAL","26-30",676,8,"CA","1/23/2001",196,49,20,69,3,2,6,1,8,0,10200,615040,782600,371897,30297,1810034,0,0,0,0,0,5100,205013.33,97825,61982.83,30297,1,0,0.504374709678814
"C2606",0,45,"F",52365.67,"SENP","41-45",414,17,"CA","5/4/2005",145,32,19,51,0,2,6,1,10,0,33400,0,2872880,461389,154254,3521923,0,0,0,0,0,16700,0,287288,76898.17,154254,1,1,0.504385714884847
"C3131",0,51,"F",236955.9,"SAL",">50",549,15,"CA","2/28/2014",39,21,4,25,3,1,0,0,0,0,16800,686180,0,0,0,702980,0,0,0,0,0,16800,228726.67,0,0,0,1,1,0.504393559647724
"C11383",0,53,"M",207562.39,"SELF-EMP",">50",495,23,"SA","11/4/2000",199,14,1,15,0,0,1,0,0,0,0,0,0,614324,0,614324,0,0,0,0,0,0,0,0,614324,0,0,1,0.504447024781257
"C7223",0,28,"M",54681.29,"SAL","26-30",214,17,"SA","6/30/1999",215,16,14,30,5,2,4,1,2,0,4800,813280,56310,492701,61393,1428484,0,0,0,0,0,2400,162656,28155,123175.25,61393,1,0,0.504523848649114
"C6848",0,37,"F",161870.61,"SELF-EMP","36-40",166,12,"SA","2/20/2004",159,10,5,15,1,1,1,0,2,0,16400,632770,15490,658338,0,1322998,0,0,0,0,0,16400,632770,7745,658338,0,1,1,0.504571060650051
"C18586",0,33,"M",106186.94,"PROF","31-35",298,6,"CA","2/22/2000",207,29,27,56,8,3,8,2,6,0,66900,627180,601720,391455,101466,1788721,0,0,0,0,0,22300,78397.5,100286.67,48931.88,50733,0,0,0.504577598068863
"C18260",0,44,"M",23891.46,"PROF","41-45",383,4,"SA","5/4/2006",133,7,7,14,3,1,1,0,2,1,11500,679630,72230,300398,0,1063758,0,0,0,0,0,11500,226543.33,36115,300398,0,1,1,0.504628764698282
"C6391",0,49,"F",656555.45,"SENP","46-50",257,24,"SA","1/3/1999",221,2,1,3,1,0,0,0,0,0,0,714390,0,0,0,714390,0,0,0,0,0,0,714390,0,0,0,0,1,0.504633414326236
"C14797",0,31,"F",820286.1,"SENP","31-35",699,6,"SA","9/16/1999",213,6,5,11,1,1,1,0,2,0,5400,191160,55430,849822,0,1101812,0,0,0,0,0,5400,191160,27715,849822,0,1,1,0.504678736673668
"C14393",0,39,"M",0,"PROF","36-40",920,7,"SA","5/18/2007",120,13,7,20,3,1,1,0,2,1,11100,414540,29540,706326,0,1161506,1,0,170,1,0,11100,138180,14770,706326,0,1,0,0.504695646697655
"C17843",0,21,"F",277627.08,"PROF","<25",256,1,"SA","2/21/2005",147,14,8,22,2,1,1,0,4,1,9700,767230,23230,942400,0,1742560,0,0,0,0,0,9700,383615,5807.5,942400,0,1,1,0.504720088094473
"C17167",0,28,"M",390594.51,"SENP","26-30",397,7,"SA","9/8/1999",213,15,8,23,4,1,1,0,2,1,400,661080,86960,655361,0,1403801,0,0,0,0,0,400,165270,43480,655361,0,1,1,0.504743120633066
"C6052",0,48,"M",176885.01,"SENP","46-50",338,13,"SA","1/2/2004",161,9,5,14,0,1,0,0,4,1,19000,0,34630,0,0,53630,0,0,0,0,0,19000,0,8657.5,0,0,1,0,0.505041045602411
